CBSA Code,CBSA Title,State Name
10100,"Aberdeen, SD",South Dakota
10100,"Aberdeen, SD",South Dakota
10140,"Aberdeen, WA",Washington
10180,"Abilene, TX",Texas
10180,"Abilene, TX",Texas
10180,"Abilene, TX",Texas
10220,"Ada, OK",Oklahoma
10300,"Adrian, MI",Michigan
10380,"Aguadilla-Isabela, PR",Puerto Rico
10380,"Aguadilla-Isabela, PR",Puerto Rico
10380,"Aguadilla-Isabela, PR",Puerto Rico
10380,"Aguadilla-Isabela, PR",Puerto Rico
10380,"Aguadilla-Isabela, PR",Puerto Rico
10380,"Aguadilla-Isabela, PR",Puerto Rico
10380,"Aguadilla-Isabela, PR",Puerto Rico
10380,"Aguadilla-Isabela, PR",Puerto Rico
10380,"Aguadilla-Isabela, PR",Puerto Rico
10420,"Akron, OH",Ohio
10420,"Akron, OH",Ohio
10460,"Alamogordo, NM",New Mexico
10500,"Albany, GA",Georgia
10500,"Albany, GA",Georgia
10500,"Albany, GA",Georgia
10500,"Albany, GA",Georgia
10540,"Albany-Lebanon, OR",Oregon
10580,"Albany-Schenectady-Troy, NY",New York
10580,"Albany-Schenectady-Troy, NY",New York
10580,"Albany-Schenectady-Troy, NY",New York
10580,"Albany-Schenectady-Troy, NY",New York
10580,"Albany-Schenectady-Troy, NY",New York
10620,"Albemarle, NC",North Carolina
10660,"Albert Lea, MN",Minnesota
10700,"Albertville, AL",Alabama
10740,"Albuquerque, NM",New Mexico
10740,"Albuquerque, NM",New Mexico
10740,"Albuquerque, NM",New Mexico
10740,"Albuquerque, NM",New Mexico
10760,"Alexander City, AL",Alabama
10760,"Alexander City, AL",Alabama
10780,"Alexandria, LA",Louisiana
10780,"Alexandria, LA",Louisiana
10820,"Alexandria, MN",Minnesota
10860,"Alice, TX",Texas
10860,"Alice, TX",Texas
10900,"Allentown-Bethlehem-Easton, PA-NJ",New Jersey
10900,"Allentown-Bethlehem-Easton, PA-NJ",Pennsylvania
10900,"Allentown-Bethlehem-Easton, PA-NJ",Pennsylvania
10900,"Allentown-Bethlehem-Easton, PA-NJ",Pennsylvania
10940,"Alma, MI",Michigan
10980,"Alpena, MI",Michigan
11020,"Altoona, PA",Pennsylvania
11060,"Altus, OK",Oklahoma
11100,"Amarillo, TX",Texas
11100,"Amarillo, TX",Texas
11100,"Amarillo, TX",Texas
11100,"Amarillo, TX",Texas
11100,"Amarillo, TX",Texas
11140,"Americus, GA",Georgia
11140,"Americus, GA",Georgia
11180,"Ames, IA",Iowa
11180,"Ames, IA",Iowa
11220,"Amsterdam, NY",New York
11260,"Anchorage, AK",Alaska
11260,"Anchorage, AK",Alaska
11380,"Andrews, TX",Texas
11420,"Angola, IN",Indiana
11460,"Ann Arbor, MI",Michigan
11500,"Anniston-Oxford, AL",Alabama
11540,"Appleton, WI",Wisconsin
11540,"Appleton, WI",Wisconsin
11580,"Arcadia, FL",Florida
11620,"Ardmore, OK",Oklahoma
11620,"Ardmore, OK",Oklahoma
11640,"Arecibo, PR",Puerto Rico
11640,"Arecibo, PR",Puerto Rico
11640,"Arecibo, PR",Puerto Rico
11640,"Arecibo, PR",Puerto Rico
11660,"Arkadelphia, AR",Arkansas
11700,"Asheville, NC",North Carolina
11700,"Asheville, NC",North Carolina
11700,"Asheville, NC",North Carolina
11700,"Asheville, NC",North Carolina
11740,"Ashland, OH",Ohio
11780,"Ashtabula, OH",Ohio
11820,"Astoria, OR",Oregon
11860,"Atchison, KS",Kansas
11900,"Athens, OH",Ohio
11940,"Athens, TN",Tennessee
11980,"Athens, TX",Texas
12020,"Athens-Clarke County, GA",Georgia
12020,"Athens-Clarke County, GA",Georgia
12020,"Athens-Clarke County, GA",Georgia
12020,"Athens-Clarke County, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Georgia
12100,"Atlantic City-Hammonton, NJ",New Jersey
12120,"Atmore, AL",Alabama
12140,"Auburn, IN",Indiana
12180,"Auburn, NY",New York
12220,"Auburn-Opelika, AL",Alabama
12260,"Augusta-Richmond County, GA-SC",Georgia
12260,"Augusta-Richmond County, GA-SC",Georgia
12260,"Augusta-Richmond County, GA-SC",Georgia
12260,"Augusta-Richmond County, GA-SC",Georgia
12260,"Augusta-Richmond County, GA-SC",Georgia
12260,"Augusta-Richmond County, GA-SC",South Carolina
12260,"Augusta-Richmond County, GA-SC",South Carolina
12300,"Augusta-Waterville, ME",Maine
12380,"Austin, MN",Minnesota
12420,"Austin-Round Rock-Georgetown, TX",Texas
12420,"Austin-Round Rock-Georgetown, TX",Texas
12420,"Austin-Round Rock-Georgetown, TX",Texas
12420,"Austin-Round Rock-Georgetown, TX",Texas
12420,"Austin-Round Rock-Georgetown, TX",Texas
12460,"Bainbridge, GA",Georgia
12540,"Bakersfield, CA",California
12580,"Baltimore-Columbia-Towson, MD",Maryland
12580,"Baltimore-Columbia-Towson, MD",Maryland
12580,"Baltimore-Columbia-Towson, MD",Maryland
12580,"Baltimore-Columbia-Towson, MD",Maryland
12580,"Baltimore-Columbia-Towson, MD",Maryland
12580,"Baltimore-Columbia-Towson, MD",Maryland
12580,"Baltimore-Columbia-Towson, MD",Maryland
12620,"Bangor, ME",Maine
12660,"Baraboo, WI",Wisconsin
12680,"Bardstown, KY",Kentucky
12700,"Barnstable Town, MA",Massachusetts
12740,"Barre, VT",Vermont
12780,"Bartlesville, OK",Oklahoma
12860,"Batavia, NY",New York
12900,"Batesville, AR",Arkansas
12900,"Batesville, AR",Arkansas
12940,"Baton Rouge, LA",Louisiana
12940,"Baton Rouge, LA",Louisiana
12940,"Baton Rouge, LA",Louisiana
12940,"Baton Rouge, LA",Louisiana
12940,"Baton Rouge, LA",Louisiana
12940,"Baton Rouge, LA",Louisiana
12940,"Baton Rouge, LA",Louisiana
12940,"Baton Rouge, LA",Louisiana
12940,"Baton Rouge, LA",Louisiana
12940,"Baton Rouge, LA",Louisiana
12980,"Battle Creek, MI",Michigan
13020,"Bay City, MI",Michigan
13060,"Bay City, TX",Texas
13100,"Beatrice, NE",Nebraska
13140,"Beaumont-Port Arthur, TX",Texas
13140,"Beaumont-Port Arthur, TX",Texas
13140,"Beaumont-Port Arthur, TX",Texas
13180,"Beaver Dam, WI",Wisconsin
13220,"Beckley, WV",West Virginia
13220,"Beckley, WV",West Virginia
13260,"Bedford, IN",Indiana
13300,"Beeville, TX",Texas
13340,"Bellefontaine, OH",Ohio
13380,"Bellingham, WA",Washington
13420,"Bemidji, MN",Minnesota
13460,"Bend, OR",Oregon
13500,"Bennettsville, SC",South Carolina
13540,"Bennington, VT",Vermont
13620,"Berlin, NH",New Hampshire
13660,"Big Rapids, MI",Michigan
13700,"Big Spring, TX",Texas
13720,"Big Stone Gap, VA",Virginia
13720,"Big Stone Gap, VA",Virginia
13740,"Billings, MT",Montana
13740,"Billings, MT",Montana
13740,"Billings, MT",Montana
13780,"Binghamton, NY",New York
13780,"Binghamton, NY",New York
13820,"Birmingham-Hoover, AL",Alabama
13820,"Birmingham-Hoover, AL",Alabama
13820,"Birmingham-Hoover, AL",Alabama
13820,"Birmingham-Hoover, AL",Alabama
13820,"Birmingham-Hoover, AL",Alabama
13820,"Birmingham-Hoover, AL",Alabama
13900,"Bismarck, ND",North Dakota
13900,"Bismarck, ND",North Dakota
13900,"Bismarck, ND",North Dakota
13940,"Blackfoot, ID",Idaho
13980,"Blacksburg-Christiansburg, VA",Virginia
13980,"Blacksburg-Christiansburg, VA",Virginia
13980,"Blacksburg-Christiansburg, VA",Virginia
13980,"Blacksburg-Christiansburg, VA",Virginia
14010,"Bloomington, IL",Illinois
14020,"Bloomington, IN",Indiana
14020,"Bloomington, IN",Indiana
14100,"Bloomsburg-Berwick, PA",Pennsylvania
14100,"Bloomsburg-Berwick, PA",Pennsylvania
14140,"Bluefield, WV-VA",Virginia
14140,"Bluefield, WV-VA",Virginia
14140,"Bluefield, WV-VA",West Virginia
14160,"Bluffton, IN",Indiana
14180,"Blytheville, AR",Arkansas
14220,"Bogalusa, LA",Louisiana
14260,"Boise City, ID",Idaho
14260,"Boise City, ID",Idaho
14260,"Boise City, ID",Idaho
14260,"Boise City, ID",Idaho
14260,"Boise City, ID",Idaho
14300,"Bonham, TX",Texas
14380,"Boone, NC",North Carolina
14420,"Borger, TX",Texas
14460,"Boston-Cambridge-Newton, MA-NH",Massachusetts
14460,"Boston-Cambridge-Newton, MA-NH",Massachusetts
14460,"Boston-Cambridge-Newton, MA-NH",Massachusetts
14460,"Boston-Cambridge-Newton, MA-NH",Massachusetts
14460,"Boston-Cambridge-Newton, MA-NH",Massachusetts
14460,"Boston-Cambridge-Newton, MA-NH",New Hampshire
14460,"Boston-Cambridge-Newton, MA-NH",New Hampshire
14500,"Boulder, CO",Colorado
14540,"Bowling Green, KY",Kentucky
14540,"Bowling Green, KY",Kentucky
14540,"Bowling Green, KY",Kentucky
14540,"Bowling Green, KY",Kentucky
14580,"Bozeman, MT",Montana
14620,"Bradford, PA",Pennsylvania
14660,"Brainerd, MN",Minnesota
14660,"Brainerd, MN",Minnesota
14700,"Branson, MO",Missouri
14720,"Breckenridge, CO",Colorado
14740,"Bremerton-Silverdale-Port Orchard, WA",Washington
14780,"Brenham, TX",Texas
14820,"Brevard, NC",North Carolina
14860,"Bridgeport-Stamford-Norwalk, CT",Connecticut
15020,"Brookhaven, MS",Mississippi
15060,"Brookings, OR",Oregon
15100,"Brookings, SD",South Dakota
15140,"Brownsville, TN",Tennessee
15180,"Brownsville-Harlingen, TX",Texas
15220,"Brownwood, TX",Texas
15260,"Brunswick, GA",Georgia
15260,"Brunswick, GA",Georgia
15260,"Brunswick, GA",Georgia
15340,"Bucyrus-Galion, OH",Ohio
15380,"Buffalo-Cheektowaga, NY",New York
15380,"Buffalo-Cheektowaga, NY",New York
15420,"Burley, ID",Idaho
15420,"Burley, ID",Idaho
15460,"Burlington, IA-IL",Illinois
15460,"Burlington, IA-IL",Iowa
15500,"Burlington, NC",North Carolina
15540,"Burlington-South Burlington, VT",Vermont
15540,"Burlington-South Burlington, VT",Vermont
15540,"Burlington-South Burlington, VT",Vermont
15580,"Butte-Silver Bow, MT",Montana
15620,"Cadillac, MI",Michigan
15620,"Cadillac, MI",Michigan
15660,"Calhoun, GA",Georgia
15680,"California-Lexington Park, MD",Maryland
15700,"Cambridge, MD",Maryland
15740,"Cambridge, OH",Ohio
15780,"Camden, AR",Arkansas
15780,"Camden, AR",Arkansas
15820,"Campbellsville, KY",Kentucky
15820,"Campbellsville, KY",Kentucky
15860,"Cañon City, CO",Colorado
15940,"Canton-Massillon, OH",Ohio
15940,"Canton-Massillon, OH",Ohio
15980,"Cape Coral-Fort Myers, FL",Florida
16020,"Cape Girardeau, MO-IL",Illinois
16020,"Cape Girardeau, MO-IL",Missouri
16020,"Cape Girardeau, MO-IL",Missouri
16060,"Carbondale-Marion, IL",Illinois
16060,"Carbondale-Marion, IL",Illinois
16060,"Carbondale-Marion, IL",Illinois
16100,"Carlsbad-Artesia, NM",New Mexico
16140,"Carroll, IA",Iowa
16180,"Carson City, NV",Nevada
16220,"Casper, WY",Wyoming
16260,"Cedar City, UT",Utah
16300,"Cedar Rapids, IA",Iowa
16300,"Cedar Rapids, IA",Iowa
16300,"Cedar Rapids, IA",Iowa
16340,"Cedartown, GA",Georgia
16380,"Celina, OH",Ohio
16420,"Central City, KY",Kentucky
16460,"Centralia, IL",Illinois
16500,"Centralia, WA",Washington
16540,"Chambersburg-Waynesboro, PA",Pennsylvania
16580,"Champaign-Urbana, IL",Illinois
16580,"Champaign-Urbana, IL",Illinois
16620,"Charleston, WV",West Virginia
16620,"Charleston, WV",West Virginia
16620,"Charleston, WV",West Virginia
16620,"Charleston, WV",West Virginia
16620,"Charleston, WV",West Virginia
16660,"Charleston-Mattoon, IL",Illinois
16660,"Charleston-Mattoon, IL",Illinois
16700,"Charleston-North Charleston, SC",South Carolina
16700,"Charleston-North Charleston, SC",South Carolina
16700,"Charleston-North Charleston, SC",South Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",South Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",South Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",South Carolina
16820,"Charlottesville, VA",Virginia
16820,"Charlottesville, VA",Virginia
16820,"Charlottesville, VA",Virginia
16820,"Charlottesville, VA",Virginia
16820,"Charlottesville, VA",Virginia
16860,"Chattanooga, TN-GA",Georgia
16860,"Chattanooga, TN-GA",Georgia
16860,"Chattanooga, TN-GA",Georgia
16860,"Chattanooga, TN-GA",Tennessee
16860,"Chattanooga, TN-GA",Tennessee
16860,"Chattanooga, TN-GA",Tennessee
16940,"Cheyenne, WY",Wyoming
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Illinois
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Illinois
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Illinois
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Illinois
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Illinois
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Illinois
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Illinois
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Illinois
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Indiana
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Indiana
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Indiana
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Indiana
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Illinois
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Wisconsin
17020,"Chico, CA",California
17060,"Chillicothe, OH",Ohio
17140,"Cincinnati, OH-KY-IN",Indiana
17140,"Cincinnati, OH-KY-IN",Indiana
17140,"Cincinnati, OH-KY-IN",Indiana
17140,"Cincinnati, OH-KY-IN",Indiana
17140,"Cincinnati, OH-KY-IN",Kentucky
17140,"Cincinnati, OH-KY-IN",Kentucky
17140,"Cincinnati, OH-KY-IN",Kentucky
17140,"Cincinnati, OH-KY-IN",Kentucky
17140,"Cincinnati, OH-KY-IN",Kentucky
17140,"Cincinnati, OH-KY-IN",Kentucky
17140,"Cincinnati, OH-KY-IN",Kentucky
17140,"Cincinnati, OH-KY-IN",Ohio
17140,"Cincinnati, OH-KY-IN",Ohio
17140,"Cincinnati, OH-KY-IN",Ohio
17140,"Cincinnati, OH-KY-IN",Ohio
17140,"Cincinnati, OH-KY-IN",Ohio
17220,"Clarksburg, WV",West Virginia
17220,"Clarksburg, WV",West Virginia
17220,"Clarksburg, WV",West Virginia
17260,"Clarksdale, MS",Mississippi
17300,"Clarksville, TN-KY",Kentucky
17300,"Clarksville, TN-KY",Kentucky
17300,"Clarksville, TN-KY",Tennessee
17300,"Clarksville, TN-KY",Tennessee
17340,"Clearlake, CA",California
17380,"Cleveland, MS",Mississippi
17420,"Cleveland, TN",Tennessee
17420,"Cleveland, TN",Tennessee
17460,"Cleveland-Elyria, OH",Ohio
17460,"Cleveland-Elyria, OH",Ohio
17460,"Cleveland-Elyria, OH",Ohio
17460,"Cleveland-Elyria, OH",Ohio
17460,"Cleveland-Elyria, OH",Ohio
17500,"Clewiston, FL",Florida
17540,"Clinton, IA",Iowa
17580,"Clovis, NM",New Mexico
17620,"Coamo, PR",Puerto Rico
17640,"Coco, PR",Puerto Rico
17660,"Coeur d'Alene, ID",Idaho
17700,"Coffeyville, KS",Kansas
17740,"Coldwater, MI",Michigan
17780,"College Station-Bryan, TX",Texas
17780,"College Station-Bryan, TX",Texas
17780,"College Station-Bryan, TX",Texas
17820,"Colorado Springs, CO",Colorado
17820,"Colorado Springs, CO",Colorado
17860,"Columbia, MO",Missouri
17860,"Columbia, MO",Missouri
17860,"Columbia, MO",Missouri
17900,"Columbia, SC",South Carolina
17900,"Columbia, SC",South Carolina
17900,"Columbia, SC",South Carolina
17900,"Columbia, SC",South Carolina
17900,"Columbia, SC",South Carolina
17900,"Columbia, SC",South Carolina
17980,"Columbus, GA-AL",Alabama
17980,"Columbus, GA-AL",Georgia
17980,"Columbus, GA-AL",Georgia
17980,"Columbus, GA-AL",Georgia
17980,"Columbus, GA-AL",Georgia
17980,"Columbus, GA-AL",Georgia
17980,"Columbus, GA-AL",Georgia
18020,"Columbus, IN",Indiana
18060,"Columbus, MS",Mississippi
18100,"Columbus, NE",Nebraska
18140,"Columbus, OH",Ohio
18140,"Columbus, OH",Ohio
18140,"Columbus, OH",Ohio
18140,"Columbus, OH",Ohio
18140,"Columbus, OH",Ohio
18140,"Columbus, OH",Ohio
18140,"Columbus, OH",Ohio
18140,"Columbus, OH",Ohio
18140,"Columbus, OH",Ohio
18140,"Columbus, OH",Ohio
18180,"Concord, NH",New Hampshire
18220,"Connersville, IN",Indiana
18260,"Cookeville, TN",Tennessee
18260,"Cookeville, TN",Tennessee
18260,"Cookeville, TN",Tennessee
18300,"Coos Bay, OR",Oregon
18380,"Cordele, GA",Georgia
18420,"Corinth, MS",Mississippi
18460,"Cornelia, GA",Georgia
18500,"Corning, NY",New York
18580,"Corpus Christi, TX",Texas
18580,"Corpus Christi, TX",Texas
18620,"Corsicana, TX",Texas
18660,"Cortland, NY",New York
18700,"Corvallis, OR",Oregon
18740,"Coshocton, OH",Ohio
18780,"Craig, CO",Colorado
18820,"Crawfordsville, IN",Indiana
18860,"Crescent City, CA",California
18880,"Crestview-Fort Walton Beach-Destin, FL",Florida
18880,"Crestview-Fort Walton Beach-Destin, FL",Florida
18900,"Crossville, TN",Tennessee
18980,"Cullman, AL",Alabama
19000,"Cullowhee, NC",North Carolina
19000,"Cullowhee, NC",North Carolina
19060,"Cumberland, MD-WV",Maryland
19060,"Cumberland, MD-WV",West Virginia
19100,"Dallas-Fort Worth-Arlington, TX",Texas
19100,"Dallas-Fort Worth-Arlington, TX",Texas
19100,"Dallas-Fort Worth-Arlington, TX",Texas
19100,"Dallas-Fort Worth-Arlington, TX",Texas
19100,"Dallas-Fort Worth-Arlington, TX",Texas
19100,"Dallas-Fort Worth-Arlington, TX",Texas
19100,"Dallas-Fort Worth-Arlington, TX",Texas
19100,"Dallas-Fort Worth-Arlington, TX",Texas
19100,"Dallas-Fort Worth-Arlington, TX",Texas
19100,"Dallas-Fort Worth-Arlington, TX",Texas
19100,"Dallas-Fort Worth-Arlington, TX",Texas
19140,"Dalton, GA",Georgia
19140,"Dalton, GA",Georgia
19180,"Danville, IL",Illinois
19220,"Danville, KY",Kentucky
19220,"Danville, KY",Kentucky
19260,"Danville, VA",Virginia
19260,"Danville, VA",Virginia
